data;problem
получил товар с третьего раза  весь процесс занял месяц ;Доставка
заказ не получен  ячейка не открылась  market yandex  пишет  что заказ получен  в службе поддержки сказали ждите 48 часов  ;Постамат
на торговом центре нет вообще указателей где находится постомат  постоматы других доставок стоят на первом этаже у входа в тц  а ваш постомат стоит в дальнем углу центра на втором этаже без указателей  и в описании постомат нет фото его расположения  если бы не добрые люди я бы его не нашел ;Городская среда
5 упаковок с кормом связаны скотчем в одну неподьемную 12 килограммовую   еле вытащила все это из ячейки  и на полу пыталась раскрепить  ;Постамат
фото не соответствуют пункту пришлось бегать и материть вашу гребаную компанию  которая не потрудилась даже фото пункта изменить ;Городская среда
разбитый товар не вернули в магазин  а положили в ячейку для получения ;Товар
открыл постамат  а ячейка пустая;Постамат
наушники отличные  до этого были dime  indy по звуку отличаются  по-своему как-то  но не скзать  что лушче или хуже  чем dime  чем действительно лучше - это посадкой в ушах  dime постоянно вываливались фирменное приложение поначалу не хотело коннектиться к наушникам  но обнаруживало их и зависало на загрузке при попытке привязки  после сброса наушников привязались с первого раза (нужно еще включить геолокацию) спасибо marvel и    у за такую низкую цену ;Товар
заказ забрал только со второго раза  так как не работал сам терминал выдачи товар очень хорошо упакован  изготовление июль 2022 (свежий) ??;Постамат
постамат работает плохо;Постамат
ячейка была пустой;Постамат
плохо;Другое
нет русского языка в инструкции плохо ;Товар
пункт выдачи во дворе  выскочил в трико  забрать пять секунд  а как можно проверить товар  если он в ячейке? открыл ячейку  всё  ты получил товар  обратно товар уже не засунешь ;Постамат
экран зависал и ввести код получилось с 5 раза ;Постамат
"постамат открылся раза с десятого  нажимаешь ""открыть"" - и ничего не открывается  забыли положить коробку конфет в заказ  ";Постамат
не работает ;Другое
еле-еле работал сенсорный экран  в смс был указан несуществующий код  телефон поддержки включал на 10 минут музыку  а потом вместо ответа оператора просил оценить их работу  постамат 291   отвратительное обслуживание  никому не порекомендую ваш сервис  ;Постамат
сенсор не работал на планшете постамата ;Постамат
не сразу нашли постомат;Городская среда
лампа не работает  несмотря на целые спирали лампа не горит;Товар
набрать код затруднительно и не с первого раза;Постамат
открыл по коду из смс  а ячейка пустая  это кидалово? ;Постамат
постамат не работал  зря потартили время  ждать дня два   чтоб провели ревизию  сервис может и хороший  но не в этот раз;Постамат
не работала сенсорная панель на постамате  удалось открыть ячейку через приложение ;Постамат
плохо работали кнопки 0 и 1   трудно было получать товар из ячеек с кодом где были цифры 0 и1   нет столика для упаковки посылок при большом их количестве  ;Постамат
заказ был оформлен 01 06 с доставкой 06 06  получила по факту 14 06  резиночка склеены  еле разделила  одна так и не разошлась ;Товар
после установки не работает звук и не занружается клавиатура и мышь;Товар
экран на постопате приходилось нажимать по 5 раз на каждое действие  ;Постамат
эта паста работает ;Постамат
как получение? не знаю  даже как выразиться  если без мата  то никак наверно  я его просто не получил  так как ячейка в постамате была пуста  как то не смешно совсем ;Постамат
до этого были насос 350 вт  проработал полгода  отдал на экспертизу  и решил купить ещё один прозапас  мощность 750 вт  а по факту насос еле еле качает  заявленный объём не накачивает  очень жаль  пока работет  ;Товар
ячейка открылась с 4го раза ;Постамат
плохо работает сенсорное табло;Постамат
в постамате плохо работает наборное поле;Постамат
постамат на 2 этаже  лестница отвратительная  с коляской подняться невозможно;Городская среда
с 3 раза открылся;Постамат
"пункт выдачи плохо работал  первый заказ наволочки получила без проблем  набрала код ячейка щёлкнула и открылась  второй заказ прошёл с накладками  набрала код не сразу  приходилось неск раз набирать нужные цифры  особенно плохо набралась цифра""1""  после набора кода  аппарат щёлкнул  но дверца не открылась  на табло высветилось  что заказ находится в ячейке 3в но найти ячейку не удалось  на них отсутствует нумерация  потрогала все дверцы ячеек  все закрыты  набрала второй раз код  та же история повторилась  набрала 3 раз  спасибо помог прохожий  потрогал дверцы  одна открылась  без посторонней помощи я бы не справилась  надо крупно пронумеровать ячейки и периодически проверять замки ячеек  товары пришли в надлежащем качестве  упаковка не нарушена  ";Постамат
не работал экран  не нажимался ни на что  пришлось звонить  и через блютуз открывать;Постамат
не работает;Другое
постамат пришлось долбить всеми пальцами  сенсор очень плохо работает  к товару претензий нет ;Постамат
заказ не получен  ячейка не открылась;Постамат
открыл ячейку товара не было что делать ;Постамат
очень сильно замотали в плёнку  еле разрезал  да ещё и порезался при этом  ;Упаковка
на постомате очень трудно набрать код на получение заказа- плохо реагирует на касания ;Постамат
ячейка не открылась  заказ не удалось забрать;Постамат
нет заявленных 10м  попрошу прислать фото мне и покажу длинну поводка  которая на самом деле    сам материал- стропа очень тонкий  не стоит 1000р никак  ;Товар
вытекла шампунь  написано в службу поддержки  предложили промокод на 700 рублей  но не дали  в общем бардак;Товар
в новом постамате не работал экран (не реагировал на касания)  заказ удалось забрать только на третий день  ;Постамат
магазин в котором установлен постамат на ремонте  мне удалось чудом попасть туда со второго раза тк строители не хотят открывать дверь  у них ремонт  служба поддержки не помогает от слова совсем  за доставку кол  за поддержку кол  колонку проверю попозже;Городская среда
зачем вообще было втыкать постомат в эти 4 квадратных метра  с учетом микрозаймовой организации в соседях? человек ушёл на обед  дверь закрыл ;Городская среда
с первого раза забрать заказ не удалось  не работал постомат;Постамат
постомат работал не корректно;Постамат
нет указателей к постомату  ;Городская среда
постамат неисправен;Постамат
открыв ячейку в постомате ни чего не обнаружено  ячейка была пуста  товар отсутствовал  доставка на высоте ;Постамат
"к сожалению  постамат открылся с трудом  - малая чувствительность кнопок   в приложенной сбоку записке  написанной от руки  предлагалось нажимать""когтем""   ??? понятно  что антивандальная защита  кодового пульта необходима  но набор кода должен быть  оптимизирован  ""когтем""  как-то неудобно ";Постамат
поставьте уже мусорку возле своих постаматов  а то мы начнём обратно в ячейки его класть);Городская среда
один наушник не работает ;Товар
товар не возможно забрать  ячейка не открывается  ;Постамат
в ячейке был не мой заказ  а чужой  жду когда пришлют код получения мого заказа;Товар
к сожалению не работал экран постомата  но по телефону оператор быстро объяснил как можно достать из него посылки ;Постамат
невозможно найти пункт выдачи очень топорно работал сам постомат (почти 2 минуты после ввода кода открывалась ячейка);Городская среда
я не смогла получить свой заказ  служба поддержки (звонила в службу) была вежлива  но ничем помочь не смогла  итог: денег нет  товара нет ;Товар
не очень просто найти постамат  хотя пользуюсь им уже не в первый раз  не помешала бы вывеска или табличка на входе  или хотя бы фото нужного входа на  -картах (в приложении  а такая фотография есть  что сильно помогает) ;Городская среда
в назначенный день посыпать не работал  пришлось идти снова на следующий день  ;Доставка
постамат заставлен тележками магазина и его не видно  нет указателей ;Городская среда
ячейка в постомате была грязная  упаковка посылки вся в грязи и пятнах ;Постамат
не сработала автоматика открытия ячейки (только с введения кода) ;Постамат
потратив пару часов на поиск постамата  надеясь на лучшее  начал тестировать наушники  зарядил достал и  правый не работал вообще  думаю - может не зарядился еще нормально   тестирую звук на левом - ужасно  даже у дешевых f9 за 500р с алика звук был если не лучше  то точно не хуже   спустя время снова достаю правый - не включается  никак  на касания вообще не реагирует из плюсов могу отметить удобный и быстрый возврат товара  на следующий же день приехал курьер и забрал  ;Городская среда
никакого обозначения где находится постомат  только после получения узнал  что он обозначен приложении карта ;Городская среда
солдатик мягкий работал месяц всего гнётся желательно делать новый солдатик сразу ;Товар
как вам доставка? -плохо  посмотрите уже   где у вас расположен этот постамат и исправьте график работы ;Городская среда
один из заказов невозможно было получить из-за того что не открывался не обнаруживался ячейка где находился товар помогали продавцы магазина и покупатели с большой потерей времени еле удалось открыть ячейку с товаром ?;Постамат
в комплекте нет запасной шпули  указана что она в комплекте;Товар
само получение хорошее если бы ещё протереть постамат  а то больно грязный;Постамат
прибор не работал  пришлось сразу же купить новую акумуляторную батарею  ;Товар
почтомат очень плохо работает код вводила около 10 минут;Постамат
не работает ;Другое
ячейка была открыта  ;Постамат
нет никаких указателей  где именно находится постамат  спасибо продавцу магазина  подсказал ;Городская среда
мой код открыл 2 ячейки  в одной из них был  мой заказ в полном комплекте  в другой ячейке был чужой заказ с другим номером и на другое имя  я хочу вернуть чужой заказ  но поддержка не работает;Постамат
два тюбика крема были насмерть перемотаны скотчем  для чего? размотал  теперь они неприятно клеятся к рукам  и  видимо  будут собирать грязь  ;Упаковка
задержали доставку на 2 дня  в чате на мой запрос ответили только на следующий день  а я  в обещанный день доставки взяла отгул за свой счёт((( потеряла и з/п и това не получила(( хоть бы компенсацию какую нибудь предложили-чисто символически  не рекомендую данного продавца-разочарована ;Доставка
получил в пункте выдачи со второго раза  в первый день ячейка была пустая  написал в службу поддержки и на следующий день дали новый код и товар был получен;Постамат
не работает открыть с телефона постомат ;Постамат
продукты и бытовая химия в одном пакете и даже не изолированы друг от друга  химия вообще никак не упакована  при любом падении пузырьки могли открыть ;Упаковка
помогли в тех поддержке получить товар/т к постамат очевидно отключился/не горело табло /спасибо за помощь в получении ;Постамат
товара нет в постамате  у меня есть видео вскрытия ячейки  она пустая  ;Постамат
не привезли  пришел код от пустого ящика в постомате  и теперь стоит что товар получен;Постамат
не работает терминал в пункте выдачи;Постамат
планшет постамата плохо реагирует на нажатия  второй заказ вообще не смог забрать ;Постамат
в первый день постамат не работал во второй день был написано часы работы до 19:00  по факту работал до 18:00   забрать удалось только на третий день  через приложение постамат не находился открылся только по коду ;Постамат
блютуз адаптер не работает;Товар
постоянно отстают ;Доставка
плохо работает планшет для ввода номера заказа;Постамат
проблемы с экраном в постамате - очень проблематично ввести код для получения заказа;Постамат
при получении ячейка оказалась пустой  обращалась в чат  на следующий день вопрос был решен  положили не в ту ячейку  довольно оперативно ;Постамат
плохо работает экран постомата;Постамат
постомат в другом доме 234к5  фото на картах устаревшие ;Постамат
не работает  то есть вообще ни какого эффекта;Другое
ячейка открылась с пятого раза;Постамат
товара не было в постамате;Постамат
ячейка пустая;Постамат
товар получила все как в описании к машинке подошло но вот получение в постамате огорчило не работает планшет не реагирует на нажатие хорошо смогла через блютуз получить ;Постамат
грязный постомат снаружи и внутри  противно;Постамат
не смогла получить товар с первого раза  код не работал  постамат писал  что товар не найдет  случилось получить товар только после обращения в службу поддержки  нервничала  ведь товар оплачен ;Постамат
ячейка была пустая;Постамат
когда забрал с пункта выдачи  то внешне коробка нормальная  потом через несколько дней  решил открыть проверить как сам диспенсер  и вот тут я увидел что он сломан :( ;Товар
ваш почтамт не работает  вы тяжелые посылки положили на самый верх  очень трудно доставать  можно класть тяжелое вниз  а лёгкое наверх;Постамат
терминал не открывается через приложение  код пришлось вводить вручную  это уже второй раз подряд в этом пункте выдачи;Постамат
постомат не работал  мне пришлось потратить 40 минут  уехать и потом снова вернуться  на постамате отсутствует информация об экстренной связи с тех поддержкой  телефон  а транслировал музыку в течении 10 минут  далее мне надоело ее слушать и я сбросил вызов  только чат тех поддержки пытался как то решить вопрос  не знаю на сколько они смогли изменить ситуацию  но после общения с чатом я смог забрать заказ  спасибо чату  но время я потерял  очень жаль  но я сменю место получения  пойду туда где работает живой сотрудник  мне очень жаль что из-за поломки складывается мнение о компании  надеюсь что это был первый и последний такой случай  спасибо за понимание  ;Постамат
постамат не работал  на экране была ошибка  за время пока оператор ответил и попросил сфотографировать ошибку я уже дошёл домой  ;Постамат
пряники ломанные и халва с подходящими сроками;Товар
робот пылесос не подключается к телефону   т е работают по факту две верхние кнопки вкл  выкл   домой   нельзя ни задать программу ни скорость не регулировку влажная или сухая уборка по факту работае в одном заводском режиме   дороговато  для для такова функционала  ;Товар
присланный код не подтверждался постаматом  новый код присылали идентичный старому  который говорил  что такого кода не существует;Постамат
сломан экран в почтамате;Постамат
написано что пункт работает с 9 утра хотя тц где он расположен работает с 10  упаковка была в песке;Городская среда
всё плохо  ;Другое
заказ №117791392  не работают после проверки батарейки на других часах  после установки батарейки с других работающих часов  после установки новой батарейки  ;Товар
в постамате плохо работает сенсор экрана  набирать код очень замороченно;Постамат
на картинке другой товар с ремешком и гнездо от зарядки по другому открывается  обманщики;Товар
ячейка пустая  ;Постамат
прокладка в пробке набухла выгнулась на второй день использования и стала пропускать прокладка которая находится в пробке должна быть и специального материала который не деформируются после соприкосновения с бензином  чем заменить её не знаю бак теперь стоит я им не пользуюсь деньги на ветер;Упаковка
чехол в режиме подставки постоянно разваливается  (отсутствие или слабые магниты которые не держат формы подставки) считайте что магнитов там нет  не работает комендую ;Товар
заказ не получен  постамат №249 - котельники  кузьминская улица  д  5 неисправный  после ввода кода ячейка щелкнула и не открылась  2 дня назад была оставлена заявка на ремонт постамата  и хранение заказа до 11 ноября  сказали  что постамат починят в течение 1-2 дней  сегодня попытался получить заказ повторно по тому же коду выдает  что заказ уже получен  заказ либо до сих пор лежит в постамате либо его уже повезли обратно  можете выдать новый код для получения  переместить заказ в работающую ячейку  чтобы я смог его забрать? или верните деньги за заказ ;Постамат
экран постамата сильно мерцал  изображения накладывались друг на друга  необходимо проверить его;Постамат
ячейка была пустой  заказ отсутствует;Постамат
пожалуйста точнее указывайте место расположения почтамта ;Городская среда
к чему всё усложнять? пришла  прождала 15 минут пока разбиралась  почему постамат не работает  оказалось  что поменяли  не предупредив  порядок получения  ?????? надо скачать приложение  авторизоваться  подключить блютуз  через приложение открыть ячейку    что за навязывание своих приложений?   почему из-за оплаченного уже заказа  я должна устанавливать на телефон ваше ненужное мне приложение?   был нормальный способ: пришел  ввел код  забрал  так нет же  надо было всё усложнить   итог: буду всячески избегать подобной доставки  навязывание-это беспредел  ;Постамат
не работал экран постамата  пришлось устанавливать приложение;Постамат
пришлось звонить в тех поддержку и открывать через рриложение и блютуз  экран на постампте не реагировал на нажатие  потратил 10 минут;Постамат
поставила 3 звезды  потому что получить заказ удалось только со второй попытки самого заказа  ;Постамат
постамат нашла с лёгкостью  а вот заказ забрать пришлось туго  сенсор практически не реагирует на прикосновения  если отремонтируете  будет ещё лучше;Постамат
пустая ячейка постомата  ;Постамат
это ужасно сколько времени надо потратить  чтобы забрать из постомата заказ( впечатление  что ему что-то создаёт помехи и от того он не может с телефоном адекватно связаться  на получение нужно примерно 5 попыток и тогда  наконец-то откроется ячейка??;Постамат
код не прошел проверку ;Постамат
получили заказ только со второго раза  постамат находится на территории магазина и время работы  указанное на  е  не соответствует времени работы магазина ;Постамат
часы подделка  не работает код активации ;Товар
не рекомендую если вы не электрик   в комплекте сам нагреватель  шланг  кран  нет шнура для подключения к электро питанию  его нужно искать и устанавливать самому вскрывая корпус   ;Товар
постамат сломан  открывается только по блютусу;Постамат
к пункту выдачи нет указателей  пришлось спрашивать у работников  ;Городская среда
три раза бегал к постамату из за разбитого дисплея  связывался с поддержкой  пока на третий день не сообщили  что можно открыть не набирая код через приложение;Поддержка
постамат открывается с 3-го раза (через приложение) ;Постамат
монитор плохо работает  не всегда реагирует на прикосновение  ;Постамат
сенсорный экран у постамата неисправен  изображение накладывается одно на другое  постоянно мерцает  цифры почти не видно  ;Постамат
все хорошо  но постамат не работает  возможно открыть только с телефона ;Постамат
не особые  с учётом доставки две недели  а в день получения заказа ещё заказ завис с сообщением что мы не успеваем  рассчитываем новый срок доставки ;Доставка
постамат;Постамат
кнопки автомата плохо нажимаются ;Постамат
плохая сотовая связь в помещении  из-за чего открыть постамат по кнопке в приложении невозможно  необходимо вводить код получения на экране постамата  ;Городская среда
при открытии постомата через приложение  открытая ячейка была пустая ;Постамат
конструктор  не понравился детали очень  тяжело соединяются   конструкция не устойчивая не получается собрать изделия по схемам  т к не достаточное количество деталей нужного цвета ;Товар
в приложении написано что работает с 10  а открывается в 11;Городская среда
постомат грязный  ввести код получения трудно  измазан экран;Постамат
оформила возврат  на зарядном чехле большой люфт  наушники болтаются  музыка работает  о качестве звука не может идти и речи  но при звонке от смартфона отключаются  + зарядник айфоновский штекер хотела дешевенькие ребенку подарить  но лучше возьму подороже  эти не стоят и трёхсот рублей  ;Постамат
здравствуйте  поменяте пожалуйста это не работает ;Постамат
в заказе было указано  что примерка разрешена  однако приёмщик в пункте выдачи запретил примерку;Поддержка
пункт выдачи находиться на -1 этаже   нет связи  не реально получить код получения короче танцы с бубном(((;Постамат
постомат открылся с третьего раза  ;Постамат
работает  разряд в 0  новый  самсунг ;Товар
даже алиэкспресс пишет в смс название места  где установлен постомат;Постамат
постамат требует ремонта  на экране кнопки нажимаются с трудом;Постамат
ячейка открылась раза так с 5-го;Постамат
экран постамата неисправен;Постамат
не работает сенсор на экране ;Постамат
написано в описании  что бинты эластичные  но по факту нет ;Товар
не работает открытие ячейки по блютуз  не находит постопат ;Постамат
на терминале плохо работает сенсорный экран  еле набрал код получения  ;Постамат
чтобы открыть постамат  нужно включить геолакацию так ещё и требует включить btчто я считаю перебор и не даёт просто по коду;Постамат
завис постомат  и совсем не понятно было как его открыть и получить свой товар;Постамат
придумайте хотя бы маленькую табличку   постомат  постоянно приходится вас выискивать в неожиданных местах;Городская среда
кнопки на дисплее очень тяжело нажать приходилось много раз нажимать одно и то же;Постамат
постомат раздолбаный и глючный  сенсор едва работает  вводила код минут пять ;Постамат
код не сработал сразу  пришлось запрашивать подтверждение через смс ;Постамат
не сразу нашли постомат;Городская среда
пункт выдачи еле работал  через приложение постамат не открывался  хотя блютуз для  а был включён  набрать код на экране было ещё сложнее  вместо 5 вводилось 8  удалить неправильную цифру было невозможно  приходилось выходить  заходить и вводить код повторно  ;Постамат
постамат ужасный полчаса стояла чтобы завести код;Постамат
этот магазин в закрытом жк - без помощи местных попасть невозможно ;Городская среда
кто догадался поставить постамат на 2 этаже ? который в 7 вечера закрывается и туда не пропускают  хотя сам магазин работает до 23  ;Городская среда
при проверке кода указанного на струнах в упаковке  пишет что код уже использовали  подделка  ;Постамат
пастомат надо обслуживать  сенсорное табло не работает  открыл по блютусу ;Постамат
пункт выдачи найти почти невозможно  даже в вашем интерфейсе карта показывает другой пункт  на другой стороне проспекта  минут 10 опрашивал все окрестные магазины  сам постамат повреждён  экран мигает и на нормальные нажатия не реагирует  клавиши реагируют только если стучать по ним несколько раз подряд  указанный на постамате телефон для помощи не работает  двойка только потому  что после минут 10 мучений в конце концов я всё-таки достучался по экрану и получил посылку  иначе был бы кол ;Городская среда
не работала оплата на сайте  второй раз пытаюсь что-то купить  второй раз сталкиваюсь с проблемами;Постамат
хотелось бы  чтобы на сайте было указано  что можно получить скидку  если скачаешь приложение ;Поддержка
почините экран почтомата  при вводе кода постоянно гаснет ;Постамат
постомат работал неправильно  пришлось забирать в другой день  то есть немного менять свои планы  ;Постамат
посылка и на половину не вошла в постомат  мне повезло что постомат ещё и не работал и доставщик не мог к нему подключиться  ;Постамат
практически все сенсорные символы на экране постамата отвратительно работали  чтобы они сработали приходилось стоять и нажимать на одну и туже цифру раз 30 ;Постамат
"завис экран постамата  пришлось звонить в службу поддержки  там расскащали как открыть из приложения  заказ получила  но экран постамата так и 'висит""";Постамат
телефон honor 10 lite не находит постамат по блютусу  почините  пожаоуйста  тачпад - он плохо работает с марта  в части областей нажимается с десятого раза  это очень раздражает ;Постамат
плохо открывается постомат;Постамат
очень сложно получить заказ в постомате  тк сенсорные кнопки почти не нажимаются  ;Постамат
постамат не работал  пришлось скачивать приложение и через приложение открывать ячейку ;Постамат
не удалось открыть ячейку из приложения  нажал на экране постамата забрать  ввел код из приложения и ячейка открылась;Постамат
постамат в ужасном месте  там даже люди не ходят помещение перегорожено цепочкой( ) по поводу товара нареканий нет ;Городская среда
не работает экран у терминала  стоял минут 10 тыкал в кнопки  мигает экран ;Постамат
кнопки у постамата не прожимались ;Постамат
терминал работает плохо  экран практически не откликается на касание  жмешь по несколько раз  плохо ;Постамат
1) постараться находится в подвале  не могла посмотреть код для выдачи 2)заказала именно тот товар  а он не подходит  зарядное устройство не подходит к планшет  ;Постамат
прислали масло не то что было на фотографии  совсем другая фирма  для советской техники мне принципиально чтобы была та упаковка(производитель) масла которая была на картинке при заказе  у меня нету времени бегать отказываться чтобы ждать потом ещё   очень плохо стали работать  обман ;Товар
такое ощущение что служба доставки пинает посылки  хрупкие вещи заказывать это лотерея ;Товар
ячейка в9 открывается суупер неудобно не могла открыть два раза  на третий получилось ;Постамат
сам пост  не работал  точнее не работал сенсор  ну спасибо что можно открыть через приложение ;Постамат
не с первого раза почтомат поддался);Постамат
забрала только со второго раза  т к  пункт выдачи по факту работает до 18 00ч  а не до 19 00ч  как было указано  да еще и с большим перерывом на обед  вообще не удобное время работы ;Постамат
экран постамата по адресу г  сызрань  ул  комарова 10 очень сильно мерцает  сложно набрать код  нет кнопки открытия ячейки  надо знать куда нажимать   чтобы ее открыть ;Постамат
